statement,category,effective_date,source
1967년 6월 5일 이스라엘이 이집트를 비롯한 주변 아랍 국가를 선제 공습하면서 제3차 중동전쟁(6일 전쟁)이 발발했다.,전쟁사실,1967-06-05,YTN 역사속오늘
1967년 6월 10일 제3차 중동전쟁(6일 전쟁)이 개전 엿새 만에 이스라엘의 승리로 종결되었다.,전쟁사실,1967-06-10,위키백과(제3차 중동 전쟁)
1973년 10월 6일 이집트와 시리아가 이스라엘을 기습 침공하면서 제4차 중동전쟁(욤키푸르 전쟁)이 발발했다.,전쟁사실,1973-10-06,YTN 역사속오늘
1973년 10월 25일 제4차 중동전쟁(욤키푸르 전쟁)이 정전으로 종결되었다.,전쟁사실,1973-10-25,위키백과(욤키푸르 전쟁)
1962년 10월 22일 존 F. 케네디 미국 대통령이 소련의 쿠바 미사일 기지 건설에 대응해 쿠바 해상 봉쇄를 발표하면서 쿠바 미사일 위기가 본격화되었다.,전쟁사실,1962-10-22,YTN 역사속오늘
1962년 10월 28일 니키타 흐루쇼프 소련 공산당 서기장이 쿠바에 배치한 미사일 철거를 명령하면서 쿠바 미사일 위기가 해소되었다.,전쟁사실,1962-10-28,위키백과(쿠바 미사일 위기)
1982년 4월 2일 아르헨티나가 영국령 포클랜드 제도를 침공하면서 포클랜드 전쟁이 발발했다.,전쟁사실,1982-04-02,위키백과(포클랜드 전쟁)
1982년 5월 2일 영국 해군 잠수함 컨쿼러가 아르헨티나 해군 순양함 헤네랄 벨그라노를 어뢰로 격침시켰다.,전쟁사실,1982-05-02,위키백과(포클랜드 전쟁)
1982년 6월 14일 포클랜드 제도의 아르헨티나군이 항복하면서 포클랜드 전쟁이 영국의 승리로 종결되었다.,전쟁사실,1982-06-14,위키백과(포클랜드 전쟁)
1999년 3월 24일 NATO가 코소보 사태에 개입해 유고슬라비아에 대한 공습을 개시했다.,전쟁사실,1999-03-24,위키백과(NATO의 유고슬라비아 공습)
1999년 6월 10일 NATO가 유고슬라비아 공습을 중단하면서 코소보 전쟁이 종결되었다.,전쟁사실,1999-06-10,위키백과(NATO의 유고슬라비아 공습)
2014년 3월 18일 러시아가 크림 공화국 및 세바스토폴과 러시아 편입 조약에 서명하며 크림반도를 병합했다.,전쟁사실,2014-03-18,위키백과(러시아의 크림반도 합병)
2020년 9월 27일 아르메니아와 아제르바이잔 사이에 나고르노카라바흐 지역을 둘러싼 2020년 나고르노카라바흐 전쟁이 발발했다.,전쟁사실,2020-09-27,위키백과(2020년 나고르노카라바흐 전쟁)
