statement,category,effective_date,source
2026년 7월 기준 대한민국 국방부 장관은 안규백이며 2025년 7월 25일 제51대 국방부 장관으로 취임했다.,인사,2025-07-25,위키백과 대한민국 국방부 장관
안규백 국방부 장관은 1961년 이후 64년 만에 처음으로 임명된 민간인 출신 국방부 장관이다.,인사,2025-07-25,위키백과 대한민국 국방부 장관
2026년 7월 기준 대한민국 합동참모의장은 진영승 공군 대장이며 2025년 9월 30일 제45대 합동참모의장으로 취임했다.,인사,2025-09-30,위키백과 대한민국의 합동참모의장
2026년 7월 기준 대한민국 육군참모총장은 김규하 육군 대장이며 2025년 10월 31일 제52대 육군참모총장으로 취임했다.,인사,2025-10-31,위키백과 대한민국의 육군참모총장
2026년 7월 기준 대한민국 해군참모총장은 김경률 해군 대장이며 2026년 3월 25일 제39대 해군참모총장으로 취임했다.,인사,2026-03-25,위키백과 대한민국의 해군참모총장
2026년 7월 기준 대한민국 공군참모총장은 손석락 공군 대장이며 2025년 9월 3일 제42대 공군참모총장으로 취임했다.,인사,2025-09-03,위키백과 대한민국의 공군참모총장
2026년 7월 기준 한미연합군사령부 부사령관은 김성민 육군 대장이며 2025년 9월 2일 제32대 부사령관으로 취임했다.,인사,2025-09-02,위키백과 한미연합군사령부 부사령관
2026년 7월 기준 대한민국 지상작전사령관은 이상렬 육군 대장이며 2026년 4월 15일 제8대 지상작전사령관으로 취임했다.,인사,2026-04-15,위키백과 지상작전사령부
2026년 7월 기준 대한민국 해병대사령관은 주일석 해병 중장이며 2024년 12월 6일 취임했다.,인사,2024-12-06,위키백과 주일석
2026년 7월 기준 대한민국 방위사업청장은 이용철이며 2025년 11월 17일 제14대 방위사업청장으로 취임했다.,인사,2025-11-17,뉴스1 2025-11-14 보도 및 아주경제 2025-11-17 보도
이용철 방위사업청장은 이재명 정부의 첫 방위사업청장이며 변호사 출신으로 초대 방위사업청 차장을 지낸 인물이다.,인사,2025-11-17,뉴스1 2025-11-14 보도
2026년 7월 기준 대한민국 병무청장은 홍소영이며 2025년 7월 14일 제29대 병무청장으로 취임했다.,인사,2025-07-14,서울신문 2025-07-13 보도 및 아시아투데이 2025-07-13 보도
홍소영 병무청장은 1970년 병무청 개청 이래 최초의 여성 병무청장이다.,인사,2025-07-14,서울신문 2025-07-13 보도
2026년 7월 기준 대한민국 육군 제2작전사령관은 김호복 육군 대장이며 2025년 9월 3일 제47대 제2작전사령관으로 취임했다.,인사,2025-09-03,노컷뉴스 2025-09-04 보도 및 뉴스1 2025-09-04 보도
